id_student,code_module,code_presentation,세트,target_churn_after_25,proba,tier,checkpoint_day,checkpoint_type,checkpoint_weight,enrolled_at_cp,missed_cp,activity_decline,rate_ratio,manager_status
71361,AAA,2013J,개발,0,0.1220146041284238,4,54.0,TMA,20.0,True,False,True,0.3112090571255725,명단 외
74372,AAA,2013J,개발,0,0.2236187871521102,2,54.0,TMA,20.0,True,False,False,1.7523510971786835,25일 명단
75091,AAA,2013J,개발,0,0.1192524186455902,4,54.0,TMA,20.0,True,False,False,0.5217328310634599,명단 외
77367,AAA,2013J,개발,0,0.0822290151588077,4,54.0,TMA,20.0,True,False,True,0.38480317363442174,명단 외
91265,AAA,2013J,개발,0,0.1311122800113145,3,54.0,TMA,20.0,True,True,False,1.1377764032781816,2차 승격
94961,AAA,2013J,개발,1,0.1190386874388516,4,54.0,TMA,20.0,True,True,True,0.23427482238780106,명단 외
98094,AAA,2013J,개발,0,0.1705761420694621,3,54.0,TMA,20.0,True,False,False,0.6807151979565772,명단 외
100893,AAA,2013J,개발,0,0.1167403437471477,4,54.0,TMA,20.0,True,False,False,1.899624445203141,명단 외
101781,AAA,2013J,개발,0,0.07105511808832,4,54.0,TMA,20.0,True,False,True,0.4345356057603382,명단 외
102806,AAA,2013J,개발,0,0.0950386103394465,4,54.0,TMA,20.0,True,False,False,0.7075613864019147,명단 외
102952,AAA,2013J,개발,0,0.1114149213509178,4,54.0,TMA,20.0,True,False,True,0.3613793103448276,명단 외
104476,AAA,2013J,개발,0,0.3296830702468128,2,54.0,TMA,20.0,True,True,False,0.5801217038539555,25일 명단
106247,AAA,2013J,개발,1,0.2319579852800602,2,54.0,TMA,20.0,True,True,False,5.360234776228907,25일 명단
106577,AAA,2013J,개발,0,0.1743465680046649,3,54.0,TMA,20.0,True,False,True,0.38196286472148544,명단 외
110175,AAA,2013J,개발,0,0.1318917285195944,3,54.0,TMA,20.0,True,True,False,0.956686291000841,2차 승격
111717,AAA,2013J,개발,0,0.0569832011593946,4,54.0,TMA,20.0,True,True,False,0.7882603641999225,명단 외
113295,AAA,2013J,개발,0,0.1084580821269496,4,54.0,TMA,20.0,True,True,False,0.567083941325551,명단 외
114017,AAA,2013J,개발,0,0.091222304857957,4,54.0,TMA,20.0,True,False,True,0.38708264915161467,명단 외
114999,AAA,2013J,개발,0,0.0808380756926093,4,54.0,TMA,20.0,True,False,False,1.0526676960027448,명단 외
116541,AAA,2013J,개발,0,0.1208469465415245,4,54.0,TMA,20.0,True,True,True,0.359854476431509,명단 외
116692,AAA,2013J,개발,0,0.0730689301480546,4,54.0,TMA,20.0,True,False,False,0.727789046653144,명단 외
118983,AAA,2013J,개발,0,0.1174812921169207,4,54.0,TMA,20.0,True,False,False,1.1954022988505746,명단 외
123044,AAA,2013J,개발,0,0.1801237367787757,3,54.0,TMA,20.0,True,False,False,0.6684255736900233,명단 외
127582,AAA,2013J,개발,0,0.4042614318794597,1,54.0,TMA,20.0,True,True,False,0.9591928926366511,25일 명단
129955,AAA,2013J,개발,1,0.0879129303990071,4,54.0,TMA,20.0,True,False,False,1.099177965196968,명단 외
132976,AAA,2013J,개발,0,0.1777562418474087,3,54.0,TMA,20.0,True,False,True,0.1267850923023337,명단 외
134143,AAA,2013J,개발,0,0.063393688579143,4,54.0,TMA,20.0,True,False,True,0.4621400639886243,명단 외
135335,AAA,2013J,개발,1,0.453889420395476,1,54.0,TMA,20.0,False,True,True,0.0,25일 명단
135400,AAA,2013J,개발,1,0.1762788191430483,3,54.0,TMA,20.0,True,False,True,0.3567430944213757,명단 외
137873,AAA,2013J,개발,0,0.1076873157365588,4,54.0,TMA,20.0,True,False,False,1.5579423403052572,명단 외
141355,AAA,2013J,개발,0,0.1598304973006279,3,54.0,TMA,20.0,True,False,True,0.4804306707405791,명단 외
141377,AAA,2013J,개발,1,0.4665098941200959,1,54.0,TMA,20.0,True,True,False,16.26600985221675,25일 명단
142326,AAA,2013J,개발,0,0.0964877641264441,4,54.0,TMA,20.0,True,True,False,0.5159746657283603,명단 외
144801,AAA,2013J,개발,0,0.1540294809674418,3,54.0,TMA,20.0,True,True,True,0.4496959545570404,2차 승격
145130,AAA,2013J,개발,0,0.1593446808315756,3,54.0,TMA,20.0,True,False,True,0.183273004381787,명단 외
146188,AAA,2013J,개발,0,0.2135398677277425,2,54.0,TMA,20.0,True,True,False,0.8200168208578638,25일 명단
147756,AAA,2013J,개발,0,0.1526726776379814,3,54.0,TMA,20.0,True,False,True,0.13816721776098254,명단 외
147793,AAA,2013J,개발,1,0.3837737189332868,2,54.0,TMA,20.0,True,True,False,59.62068965517241,25일 명단
148993,AAA,2013J,개발,1,0.1866426223002108,3,54.0,TMA,20.0,True,True,False,0.5873959571938169,2차 승격
151358,AAA,2013J,개발,0,0.1416925491953949,3,54.0,TMA,20.0,True,False,True,0.07269338303821062,명단 외
155550,AAA,2013J,개발,0,0.1579115969156723,3,54.0,TMA,20.0,True,False,True,0.28415300546448086,명단 외
155854,AAA,2013J,개발,0,0.0821473758977447,4,54.0,TMA,20.0,True,False,False,0.6961141785602668,명단 외
155984,AAA,2013J,개발,1,0.1325966628453538,3,54.0,TMA,20.0,True,True,True,0.21764117941029484,2차 승격
157568,AAA,2013J,개발,0,0.0662496039313176,4,54.0,TMA,20.0,True,True,True,0.4632183908045977,명단 외
159954,AAA,2013J,개발,1,0.1216195826748808,4,54.0,TMA,20.0,True,True,False,0.6304628434445878,명단 외
164259,AAA,2013J,개발,0,0.0888161474816135,4,54.0,TMA,20.0,True,False,True,0.3563218390804597,명단 외
167906,AAA,2013J,개발,0,0.1721878178791871,3,54.0,TMA,20.0,True,False,False,0.7397403959617149,명단 외
168936,AAA,2013J,개발,0,0.1531208362635747,3,54.0,TMA,20.0,True,False,True,0.24484143470433456,명단 외
172112,AAA,2013J,개발,0,0.158591092786429,3,54.0,TMA,20.0,True,True,True,0.1555998860074095,2차 승격
172797,AAA,2013J,개발,0,0.1238457411383753,4,54.0,TMA,20.0,True,False,False,0.5558620689655172,명단 외
174782,AAA,2013J,개발,0,0.0631971618359992,4,54.0,TMA,20.0,True,False,False,0.5059511060796132,명단 외
175392,AAA,2013J,개발,0,0.1056032520937243,4,54.0,TMA,20.0,True,False,False,0.5028703525332306,명단 외
175932,AAA,2013J,개발,0,0.0868633329242779,4,54.0,TMA,20.0,True,True,False,1.8404369243949452,명단 외
175991,AAA,2013J,개발,0,0.1931033631377346,3,54.0,TMA,20.0,True,True,True,0.06821589205397302,2차 승격
180753,AAA,2013J,개발,0,0.1694616202772875,3,54.0,TMA,20.0,True,False,True,0.36124109135411414,명단 외
181316,AAA,2013J,개발,1,0.1532447800230909,3,54.0,TMA,20.0,True,True,True,0.08371416701287909,2차 승격
183096,AAA,2013J,개발,0,0.1868760509995891,3,54.0,TMA,20.0,True,True,True,0.4816009261556272,2차 승격
183947,AAA,2013J,개발,0,0.1601716419867428,3,54.0,TMA,20.0,True,False,True,0.47019157088122604,명단 외
184271,AAA,2013J,개발,0,0.1575553714802163,3,54.0,TMA,20.0,True,False,False,0.8156598392533058,명단 외
185439,AAA,2013J,개발,0,0.1426847967416606,3,54.0,TMA,20.0,True,True,False,0.5688779975494487,2차 승격
186149,AAA,2013J,개발,0,0.2722762684526796,2,54.0,TMA,20.0,True,True,True,0.1761880253902899,25일 명단
187100,AAA,2013J,개발,0,0.0552677368617971,4,54.0,TMA,20.0,True,False,False,0.5734848965940602,명단 외
188278,AAA,2013J,개발,1,0.1330450380738453,3,54.0,TMA,20.0,True,True,True,0.3588173018753781,2차 승격
189879,AAA,2013J,개발,0,0.1630288707839348,3,54.0,TMA,20.0,True,True,True,0.13134197232593894,2차 승격
192183,AAA,2013J,개발,0,0.1335528432709285,3,54.0,TMA,20.0,True,True,False,0.5135758892207439,2차 승격
195262,AAA,2013J,개발,1,0.2381816371471213,2,54.0,TMA,20.0,True,True,False,2.512492256865579,25일 명단
200860,AAA,2013J,개발,0,0.1100647704959613,4,54.0,TMA,20.0,True,False,True,0.2503063189217574,명단 외
202635,AAA,2013J,개발,1,0.2803513794037076,2,54.0,TMA,20.0,True,True,True,0.26552925627778445,25일 명단
205350,AAA,2013J,개발,0,0.1211381805037078,4,54.0,TMA,20.0,True,False,False,0.6543663233318405,명단 외
205719,AAA,2013J,개발,0,0.221139648620421,2,54.0,TMA,20.0,True,True,True,0.04056795131845842,25일 명단
227499,AAA,2013J,개발,0,0.1395833671170129,3,54.0,TMA,20.0,True,False,True,0.493500152578578,명단 외
227517,AAA,2013J,개발,0,0.2093373208781634,2,54.0,TMA,20.0,True,False,True,0.48022195798652406,25일 명단
228082,AAA,2013J,개발,0,0.1239663444750468,4,54.0,TMA,20.0,True,False,True,0.3201970443349753,명단 외
228222,AAA,2013J,개발,0,0.144737174528318,3,54.0,TMA,20.0,True,True,False,0.831584207896052,2차 승격
229179,AAA,2013J,개발,0,0.1770551965392139,3,54.0,TMA,20.0,True,False,False,0.8668645809545559,명단 외
229361,AAA,2013J,개발,0,0.0758898061178888,4,54.0,TMA,20.0,True,False,False,1.4800218938149974,명단 외
231554,AAA,2013J,개발,0,0.1762551486721397,3,54.0,TMA,20.0,True,False,False,1.2264401923667245,명단 외
235507,AAA,2013J,개발,1,0.1722581849989069,3,54.0,TMA,20.0,True,True,True,0.2817733990147783,2차 승격
236284,AAA,2013J,개발,0,0.0877724778278546,4,54.0,TMA,20.0,True,False,True,0.2095835199283475,명단 외
238007,AAA,2013J,개발,0,0.1036077696768347,4,54.0,TMA,20.0,True,False,True,0.4067688378033205,명단 외
240712,AAA,2013J,개발,0,0.1086441522288433,4,54.0,TMA,20.0,True,False,False,0.9899425287356322,명단 외
240884,AAA,2013J,개발,0,0.1141817273187233,4,54.0,TMA,20.0,True,False,True,0.3214053350683149,명단 외
241649,AAA,2013J,개발,0,0.0624967892846714,4,54.0,TMA,20.0,True,False,False,0.8634575329784772,명단 외
241729,AAA,2013J,개발,0,0.1651469190756884,3,54.0,TMA,20.0,True,True,True,0.21095334685598377,2차 승격
242793,AAA,2013J,개발,0,0.1069059019849737,4,54.0,TMA,20.0,True,False,False,0.6031347962382445,명단 외
246834,AAA,2013J,개발,0,0.1085392745880094,4,54.0,TMA,20.0,True,False,True,0.4066502463054187,명단 외
248270,AAA,2013J,개발,0,0.1790746148412902,3,54.0,TMA,20.0,True,True,False,0.6529680365296804,2차 승격
255548,AAA,2013J,개발,0,0.1293909142804577,4,54.0,TMA,20.0,True,True,True,0.4950362092945183,명단 외
256815,AAA,2013J,개발,0,0.3791098201624708,2,54.0,TMA,20.0,True,False,False,31.279693486590038,25일 명단
258392,AAA,2013J,개발,0,0.2107656096491841,2,54.0,TMA,20.0,True,True,True,0.11772901428073843,25일 명단
258894,AAA,2013J,개발,0,0.2109876182122243,2,54.0,TMA,20.0,True,True,False,0.5346271587824178,25일 명단
260355,AAA,2013J,개발,1,0.2291945288945882,2,54.0,TMA,20.0,True,True,False,0.609375,25일 명단
262011,AAA,2013J,개발,0,0.1416924153062704,3,54.0,TMA,20.0,True,False,True,0.3551834306488928,명단 외
262934,AAA,2013J,개발,0,0.1126600086385423,4,54.0,TMA,20.0,True,False,False,0.6698708992343374,명단 외
268073,AAA,2013J,개발,0,0.1381382028551258,3,54.0,TMA,20.0,True,False,False,0.7141138732959103,명단 외
268733,AAA,2013J,개발,1,0.3344160025418593,2,54.0,TMA,20.0,True,True,True,0.2988505747126437,25일 명단
271251,AAA,2013J,개발,0,0.1023436848601141,4,54.0,TMA,20.0,True,False,False,0.712905282778241,명단 외
277880,AAA,2013J,개발,1,0.0945394662680142,4,54.0,TMA,20.0,True,True,True,0.24414108735106135,명단 외
279572,AAA,2013J,개발,0,0.0986988213920621,4,54.0,TMA,20.0,True,False,False,0.6626686656671663,명단 외
281022,AAA,2013J,개발,0,0.1341212844486162,3,54.0,TMA,20.0,True,True,False,0.7097701149425288,2차 승격
281250,AAA,2013J,개발,0,0.1511362834584545,3,54.0,TMA,20.0,True,False,False,0.5205784204671858,명단 외
281589,AAA,2013J,개발,0,0.3143521897205776,2,54.0,TMA,20.0,True,True,True,0.1867816091954023,25일 명단
282821,AAA,2013J,개발,0,0.1615992193299896,3,54.0,TMA,20.0,True,True,True,0.40153256704980844,2차 승격
286488,AAA,2013J,개발,0,0.1044435624262939,4,54.0,TMA,20.0,True,False,False,2.493856520015854,명단 외
287548,AAA,2013J,개발,0,0.2081297803669425,2,54.0,TMA,20.0,True,False,True,0.4770114942528736,25일 명단
290201,AAA,2013J,개발,0,0.1069720144513911,4,54.0,TMA,20.0,True,True,True,0.28482509647703225,명단 외
290757,AAA,2013J,개발,0,0.0941452628323184,4,54.0,TMA,20.0,True,False,True,0.36551724137931035,명단 외
291334,AAA,2013J,개발,0,0.0798767240255175,4,54.0,TMA,20.0,True,True,False,0.6746329805394332,명단 외
293699,AAA,2013J,개발,0,0.385663557693656,2,54.0,TMA,20.0,True,False,False,23.310344827586206,25일 명단
294570,AAA,2013J,개발,0,0.0781462229492553,4,54.0,TMA,20.0,True,False,True,0.47507496251874065,명단 외
294594,AAA,2013J,개발,0,0.1435193863704333,3,54.0,TMA,20.0,True,False,False,0.5904121110176619,명단 외
295741,AAA,2013J,개발,0,0.4539729822579189,1,54.0,TMA,20.0,True,False,False,0.7113137646053006,25일 명단
296332,AAA,2013J,개발,0,0.0530784609594934,4,54.0,TMA,20.0,True,False,True,0.32275862068965516,명단 외
298696,AAA,2013J,개발,0,0.1137949042005549,4,54.0,TMA,20.0,True,True,True,0.37749546279491836,명단 외
300398,AAA,2013J,개발,0,0.1066176216307933,4,54.0,TMA,20.0,True,False,True,0.20064472013285142,명단 외
302302,AAA,2013J,개발,0,0.1263038071905353,4,54.0,TMA,20.0,True,True,False,1.273254129237902,명단 외
305152,AAA,2013J,개발,0,0.1041842791579462,4,54.0,TMA,20.0,True,True,True,0.14063556457065585,명단 외
305386,AAA,2013J,개발,0,0.214315218955377,2,54.0,TMA,20.0,True,False,True,0.10968451944240645,25일 명단
306107,AAA,2013J,개발,0,0.1520137661560683,3,54.0,TMA,20.0,True,False,False,0.6280193236714976,명단 외
306466,AAA,2013J,개발,0,0.0743660400193903,4,54.0,TMA,20.0,True,False,False,0.7643413316383283,명단 외
306897,AAA,2013J,개발,0,0.0699373420360581,4,54.0,TMA,20.0,True,False,False,0.5135235616693001,명단 외
307061,AAA,2013J,개발,0,0.0916304947449252,4,54.0,TMA,20.0,True,False,False,0.6158133054684779,명단 외
307866,AAA,2013J,개발,0,0.2491092137013657,2,54.0,TMA,20.0,True,False,True,0.49971735443753534,25일 명단
311917,AAA,2013J,개발,0,0.2060603650193883,2,54.0,TMA,20.0,True,False,False,0.5769887333560942,25일 명단
312537,AAA,2013J,개발,0,0.053533251580229,4,54.0,TMA,20.0,True,False,False,0.6671938126243221,명단 외
312782,AAA,2013J,개발,0,0.0594815766965295,4,54.0,TMA,20.0,True,False,False,0.6877657061880019,명단 외
318933,AAA,2013J,개발,0,0.1198115325679028,4,54.0,TMA,20.0,True,False,False,0.7934086054317974,명단 외
319047,AAA,2013J,개발,0,0.3191230172647815,2,54.0,TMA,20.0,True,False,False,0.7272339062666809,25일 명단
321942,AAA,2013J,개발,0,0.0590197491584547,4,54.0,TMA,20.0,True,False,False,0.6370482470363564,명단 외
324002,AAA,2013J,개발,0,0.0901351500594759,4,54.0,TMA,20.0,True,False,True,0.43262762869078814,명단 외
324084,AAA,2013J,개발,0,0.1475433671206991,3,54.0,TMA,20.0,True,True,False,0.6403940886699507,2차 승격
324282,AAA,2013J,개발,0,0.2637498114763152,2,54.0,TMA,20.0,True,False,True,0.3091557669441142,25일 명단
331358,AAA,2013J,개발,1,0.0501954097213946,4,54.0,TMA,20.0,False,True,False,0.6722060656418779,명단 외
332789,AAA,2013J,개발,0,0.0894197361740381,4,54.0,TMA,20.0,True,False,False,2.816666666666667,명단 외
333059,AAA,2013J,개발,0,0.1510585022238978,3,54.0,TMA,20.0,True,False,False,0.6316614420062695,명단 외
333323,AAA,2013J,개발,0,0.1200271112568363,4,54.0,TMA,20.0,True,False,True,0.4175720358998583,명단 외
334259,AAA,2013J,개발,0,0.1799942017002689,3,54.0,TMA,20.0,True,True,True,0.1315592203898051,2차 승격
334333,AAA,2013J,개발,1,0.5778432220394348,1,54.0,TMA,20.0,True,True,True,0.3118440779610195,25일 명단
335764,AAA,2013J,개발,1,0.1216565508744818,4,54.0,TMA,20.0,True,True,False,0.5937740722280122,명단 외
336207,AAA,2013J,개발,0,0.1115649532968792,4,54.0,TMA,20.0,True,False,True,0.3388242184640164,명단 외
339972,AAA,2013J,개발,0,0.1112607237307119,4,54.0,TMA,20.0,True,False,True,0.14766734279918864,명단 외
342007,AAA,2013J,개발,1,0.1655508316098116,3,54.0,TMA,20.0,False,True,True,0.23105576841209025,명단 외
342514,AAA,2013J,개발,0,0.1508672080007386,3,54.0,TMA,20.0,True,False,False,0.754673168466272,명단 외
342972,AAA,2013J,개발,0,0.1422327708460902,3,54.0,TMA,20.0,True,True,False,0.9321762959579813,2차 승격
343446,AAA,2013J,개발,0,0.1736590465805837,3,54.0,TMA,20.0,True,True,False,0.6262765031826716,2차 승격
344282,AAA,2013J,개발,0,0.1083260228212589,4,54.0,TMA,20.0,True,False,True,0.2241379310344828,명단 외
345068,AAA,2013J,개발,0,0.2537321089937051,2,54.0,TMA,20.0,True,True,True,0.02636916835699797,25일 명단
345357,AAA,2013J,개발,0,0.0761301257250393,4,54.0,TMA,20.0,True,False,False,0.855367369318874,명단 외
346025,AAA,2013J,개발,0,0.1058146722413355,4,54.0,TMA,20.0,True,False,False,0.5674378000872982,명단 외
346843,AAA,2013J,개발,0,0.3717709705978619,2,54.0,TMA,20.0,True,True,True,0.4905660377358491,25일 명단
350188,AAA,2013J,개발,0,0.1145976981434032,4,54.0,TMA,20.0,True,False,False,0.7531034482758622,명단 외
357668,AAA,2013J,개발,0,0.2034449528345363,2,54.0,TMA,20.0,True,False,False,1.0277544154751892,25일 명단
364177,AAA,2013J,개발,0,0.1193327932093626,4,54.0,TMA,20.0,True,False,True,0.4225128814902893,명단 외
365244,AAA,2013J,개발,0,0.1740030616351403,3,54.0,TMA,20.0,True,False,True,0.305012442232492,명단 외
365642,AAA,2013J,개발,0,0.1380020731546707,3,54.0,TMA,20.0,True,False,False,0.9014778325123153,명단 외
366483,AAA,2013J,개발,0,0.0457482556506787,4,54.0,TMA,20.0,True,False,False,0.5570486815415822,명단 외
368194,AAA,2013J,개발,0,0.2247659384678042,2,54.0,TMA,20.0,True,True,False,0.7027027027027026,25일 명단
368824,AAA,2013J,개발,0,0.135425862083838,3,54.0,TMA,20.0,True,False,False,0.6134301270417424,명단 외
368963,AAA,2013J,개발,0,0.225776951779169,2,54.0,TMA,20.0,True,False,True,0.3244331141822085,25일 명단
376439,AAA,2013J,개발,0,0.073344079504479,4,54.0,TMA,20.0,True,False,True,0.29885057471264365,명단 외
376581,AAA,2013J,개발,0,0.0758619128448696,4,54.0,TMA,20.0,True,True,False,0.5466778805719091,명단 외
380953,AAA,2013J,개발,0,0.0835791414747772,4,54.0,TMA,20.0,True,False,False,0.7643907130100289,명단 외
383254,AAA,2013J,개발,0,0.1275426753752045,4,54.0,TMA,20.0,True,False,False,0.5336617405582923,명단 외
386924,AAA,2013J,개발,0,0.4047017503791635,1,54.0,TMA,20.0,True,False,False,0.6147783251231527,25일 명단
386952,AAA,2013J,개발,0,0.1697427360326357,3,54.0,TMA,20.0,True,True,False,0.8602750647797489,2차 승격
388722,AAA,2013J,개발,0,0.2296333902074607,2,54.0,TMA,20.0,True,False,True,0.4546494525249224,25일 명단
388885,AAA,2013J,개발,0,0.1839544973627968,3,54.0,TMA,20.0,True,False,False,0.6695029108822212,명단 외
390890,AAA,2013J,개발,1,0.1358375645480434,3,54.0,TMA,20.0,True,True,True,0.16271935206773835,2차 승격
392756,AAA,2013J,개발,0,0.1951919973516633,3,54.0,TMA,20.0,True,False,True,0.14344827586206899,명단 외
392931,AAA,2013J,개발,0,0.3452218206500559,2,54.0,TMA,20.0,True,False,False,0.777731616119651,25일 명단
393207,AAA,2013J,개발,0,0.101656707841016,4,54.0,TMA,20.0,True,False,True,0.48978288633461037,명단 외
396872,AAA,2013J,개발,0,0.193698042319604,3,54.0,TMA,20.0,True,False,False,1.4412920122217374,명단 외
398552,AAA,2013J,개발,0,0.2401319389118108,2,54.0,TMA,20.0,True,False,False,1.1037735849056605,25일 명단
401869,AAA,2013J,개발,0,0.2045208720179751,2,54.0,TMA,20.0,True,False,True,0.4287856071964018,25일 명단
402470,AAA,2013J,개발,0,0.0972714206231421,4,54.0,TMA,20.0,True,False,False,0.6634058857096273,명단 외
404804,AAA,2013J,개발,0,0.2410891746667817,2,54.0,TMA,20.0,True,False,True,0.23042217209152435,25일 명단
405088,AAA,2013J,개발,0,0.1392700028501639,3,54.0,TMA,20.0,True,False,False,0.7831325301204819,명단 외
414117,AAA,2013J,개발,0,0.1034110880730654,4,54.0,TMA,20.0,True,False,True,0.30032274503142514,명단 외
415969,AAA,2013J,개발,1,0.1851735995555295,3,54.0,TMA,20.0,True,True,True,0.02704530087897228,2차 승격
420087,AAA,2013J,개발,0,0.147089206341309,3,54.0,TMA,20.0,True,True,False,0.7637292464878671,2차 승격
429958,AAA,2013J,개발,0,0.1425105565474154,3,54.0,TMA,20.0,True,False,True,0.40081135902636916,명단 외
441018,AAA,2013J,개발,0,0.164421476528473,3,54.0,TMA,20.0,True,False,True,0.1961206896551724,명단 외
441888,AAA,2013J,개발,0,0.1931031014290157,3,54.0,TMA,20.0,True,False,True,0.35624571820050244,명단 외
442442,AAA,2013J,개발,1,0.2993966547110402,2,54.0,TMA,20.0,True,False,True,0.4890282131661442,25일 명단
444677,AAA,2013J,개발,0,0.0670733560387066,4,54.0,TMA,20.0,True,False,False,0.7477965053347766,명단 외
470588,AAA,2013J,개발,1,0.093546662103461,4,54.0,TMA,20.0,True,True,True,0.3353244637523758,명단 외
489455,AAA,2013J,개발,0,0.1047541263965264,4,54.0,TMA,20.0,True,False,False,0.6389509470616804,명단 외
494424,AAA,2013J,개발,0,0.3039235335968574,2,54.0,TMA,20.0,True,True,True,0.0,25일 명단
495284,AAA,2013J,개발,0,0.1024028545484894,4,54.0,TMA,20.0,True,False,False,0.6111542299589755,명단 외
498857,AAA,2013J,개발,0,0.0819524527307239,4,54.0,TMA,20.0,True,False,False,0.745079515037002,명단 외
508818,AAA,2013J,개발,0,0.1482978453154417,3,54.0,TMA,20.0,True,False,True,0.27653952984215163,명단 외
512460,AAA,2013J,개발,0,0.1539884723396862,3,54.0,TMA,20.0,True,False,False,1.9006896551724137,명단 외
544103,AAA,2013J,개발,0,0.0900824175083435,4,54.0,TMA,20.0,True,False,True,0.33923578751164957,명단 외
550383,AAA,2013J,개발,0,0.0898929438591639,4,54.0,TMA,20.0,True,False,True,0.28965517241379307,명단 외
564450,AAA,2013J,개발,0,0.1216529442622744,4,54.0,TMA,20.0,True,False,True,0.2919005613472334,명단 외
568601,AAA,2013J,개발,1,0.0839938331381276,4,54.0,TMA,20.0,True,True,False,0.6073414905450499,명단 외
572652,AAA,2013J,개발,0,0.1555458967237108,3,54.0,TMA,20.0,True,False,False,0.6224467384142324,명단 외
580389,AAA,2013J,개발,0,0.1508689548918112,3,54.0,TMA,20.0,True,False,True,0.34944338854194945,명단 외
581129,AAA,2013J,개발,0,0.3460629545792643,2,54.0,TMA,20.0,True,False,True,0.1426332288401254,25일 명단
588775,AAA,2013J,개발,0,0.0592485098701925,4,54.0,TMA,20.0,True,False,False,0.7290184694886599,명단 외
591774,AAA,2013J,개발,0,0.0865625548824196,4,54.0,TMA,20.0,True,False,False,0.7831325301204819,명단 외
603861,AAA,2013J,개발,1,0.1334845895679971,3,54.0,TMA,20.0,True,True,True,0.4976273331224296,2차 승격
606143,AAA,2013J,개발,0,0.120182793910144,4,54.0,TMA,20.0,True,False,True,0.4124137931034483,명단 외
704156,AAA,2013J,개발,0,0.1332295701670518,3,54.0,TMA,20.0,True,True,False,0.6029076054307341,2차 승격
705379,AAA,2013J,개발,0,0.125582395059519,4,54.0,TMA,20.0,True,False,False,0.9041819515774028,명단 외
749412,AAA,2013J,개발,0,0.0793736946293021,4,54.0,TMA,20.0,True,False,True,0.45117419738406656,명단 외
760729,AAA,2013J,개발,0,0.0759711251234132,4,54.0,TMA,20.0,True,False,False,0.6924398625429554,명단 외
905042,AAA,2013J,개발,0,0.1025682407981638,4,54.0,TMA,20.0,True,False,False,1.2206065641877857,명단 외
949618,AAA,2013J,개발,0,0.1385849645121959,3,54.0,TMA,20.0,True,False,False,0.5524875938414556,명단 외
958987,AAA,2013J,개발,0,0.0741216806544263,4,54.0,TMA,20.0,True,False,False,1.0256008359456636,명단 외
968578,AAA,2013J,개발,0,0.3232762814648866,2,54.0,TMA,20.0,True,False,False,1.9352396972245587,25일 명단
969076,AAA,2013J,개발,1,0.0902010402228236,4,54.0,TMA,20.0,True,False,False,0.7855500821018062,명단 외
971027,AAA,2013J,개발,0,0.1280149610938781,4,54.0,TMA,20.0,True,False,False,0.5191400747228517,명단 외
978739,AAA,2013J,개발,0,0.13022252278231,3,54.0,TMA,20.0,True,False,False,0.643242629097313,명단 외
1035023,AAA,2013J,개발,0,0.1260464919737295,4,54.0,TMA,20.0,True,False,False,0.7248716067498165,명단 외
1105478,AAA,2013J,개발,0,0.0955653206535132,4,54.0,TMA,20.0,True,False,False,1.1497565338368279,명단 외
1352868,AAA,2013J,개발,1,0.1602663219120574,3,54.0,TMA,20.0,True,True,True,0.11954022988505747,2차 승격
